date,title,source,length,body,subject
2021-09-22,Xi's proposals point way for world to stand on right side of history: China Daily editorial,China Daily,525,"chinadaily.com.cn | Updated: 2021-10-27 20:09

US President Joe Biden speaks during the virtual ASEAN US Summit, hosted by ASEAN Summit Brunei, in Bandar Seri Begawan, Brunei, Oct 26, 2021. [Photo/Agencies]
Considering the generally tense relations between Beijing and Washington over the past few years, countries in Southeast Asia have every reason to care about whether and how China and the US interact at the ongoing three-day series of Association of Southeast Asian Nations meetings, and also how each of them engages with ASEAN.
That US President Joe Biden joined Southeast Asian leaders for a virtual summit on Tuesday, the first time in four years that a US president has participated in a meeting with the 10-nation group, was no doubt a sign of the importance the current US administration attaches to it. The ASEAN countries are a crucial part of Washington's envisioned Indo-Pacific strategy, as well as being integral to its supply chain restructuring agenda, a promising market, and a geopolitical bridgehead.
Washington is undoubtedly taking advantage of the meetings to try and draw Southeast Asian nations closer to itself and away from China, as many have observed. So along with the now familiar rhetoric, Biden also came with carrots. His essentially coalition-building appeal reportedly sweetened with a $102 million gift package to enhance the US-ASEAN partnership, together with Biden's pledges on cooperation on supply-chain resilience, climate, and ""common challenges on maritime issues"".
Yet there was little said on how the White House will deliver when it comes to trade, investment, and infrastructure, nor on how it plans to fulfill its promise to provide COVID-19 vaccines to the region. The US-led Quad pledged in March to provide 1 billion COVID-19 vaccines to Southeast Asian countries by the end of 2022, but little has been done to honor that pledge.
Unlike Washington, Beijing does not treat its relations with the ASEAN members as a mere geopolitical expedient. The friendly ties it has cultivated with countries in the region are solid and have stood the tests of time, and they have been strengthened with practical support and cooperation. ASEAN became China's largest trading partner in the first half of 2021 taking the place of the European Union. And Beijing and the ASEAN members have agreed on the Regional Comprehensive Economic Partnership, ASEAN-China FTA, and are seeking to expedite negotiations for the conclusion of the Code of Conduct in the South China Sea.
ASEAN was founded in 1967 by Indonesia, Malaysia, the Philippines, Singapore and Thailand with the aim of promoting stability in the region during the Vietnam War, a hot war of the Cold War that was spilling into neighboring countries.
The legacy of this is the regional countries' wariness of once again being the victims of the US' power plays. With the US increasingly trying to sow the seeds of division in the region and stir up trouble, the Biden administration is going to have its work cut out convincing the ASEAN members that they do not risk being used and abused like Afghanistan if they become party to Washington's mischief-making.","ASEAN COUNTRIES (94%); US PRESIDENTIAL CANDIDATES 2016 (90%); US PRESIDENTIAL CANDIDATES 2020 (90%); US PRESIDENTS (90%); INTERNATIONAL ECONOMIC ORGANIZATIONS (89%); INTERNATIONAL RELATIONS (78%); INTERNATIONAL TRADE (78%); TALKS & MEETINGS (78%); ASSOCIATIONS & ORGANIZATIONS (75%); EUROPEAN UNION (73%); FREE TRADE TREATIES & AGREEMENTS (73%); COVID CORONAVIRUS (67%); COVID-19 CORONAVIRUS (67%); INFECTIOUS DISEASE (67%); VACCINES (66%); VIETNAM WAR (60%)

Company: SEA LTD (51%)

Ticker: SE (NYSE) (51%)"
2021-10-27,ASEAN knows perils of US power plays: China Daily editorial,China Daily,483,"chinadaily.com.cn | Updated: 2021-09-28 19:22

A family takes photos against a backdrop of blooming sunflowers at the Olympic Forest Park in Beijing, on July 4, 2021. [Photo/Xinhua]
On July 1, President Xi Jinping announced that China had realized its goal of building a xiaokang society in all respects.
Literally, that means ""small well-being"" society, and Xi's announcement signaled that China has built a moderately prosperous society in all respects.
But what does that mean?
The white paper released by the State Council Information Office on Tuesday elaborates. It points out that with nearly 20 percent of the world's population, whether China fares well or badly has a bearing on the overall situation of the entire world.
With China eliminating the last vestiges of absolute poverty in the country at the end of last year, 770 million rural residents have been lifted out of poverty over the past four decades, accounting for 70 percent of the world total lifted out of poverty during that period.
So what if China's economy crashed and China needed global aid to keep that population alive? With only about 9 percent of the world's arable land, China's success in its rural development and economic growth has enabled it to feed nearly 20 percent of the world's population.
Think about what that means. If the country's agricultural output fell short of its needs by a large margin, what would happen to the global grain market?
Countries have many reasons to welcome China's attainment of its goal of building a moderately prosperous society in all respects.
It is China's efforts to build a xiaokang society that enabled it to pull the world economy from the global financial crisis in 2008.
China is also the first country that has largely kept the novel coronavirus under control and reopened its economy since the COVID-19 pandemic swept throughout the world in 2020. China's quick restarting of its economic activities has not only sustained the development of the global economy, it has also enabled it to provide the entire world with a wide range of products necessary for the control and prevention of the pandemic worldwide.
It is obvious that the world would have suffered much more from the COVID-19 pandemic without the support of various kinds provided by China. Many countries would not have enough face masks to help keep their people safe from the virus had China's manufacturing industry not been able to get swiftly back on its feet.
It is because it has realized the building of a xiaokang society that China has been not only able to provide what it has manufactured for the well-being of people worldwide, but also offer the opportunities of a large market to the world. An increasingly prosperous China will benefit the world in many ways.
Keeping these facts in mind, politicians in major countries should never expect China to go under — and they should rejoice that it won't.",NEGATIVE NEWS (90%); POPULATION & DEMOGRAPHICS (90%); POPULATION SIZE (90%); BUSINESS NEWS (89%); ECONOMY & ECONOMIC INDICATORS (89%); NEGATIVE SOCIETAL NEWS (89%); ECONOMIC CONDITIONS (87%); INFECTIOUS DISEASE (87%); COVID CORONAVIRUS (85%); COVID-19 CORONAVIRUS (85%); PANDEMICS (85%); EMERGING MARKETS (79%); GLOBALIZATION (78%); MANUFACTURING OUTPUT (74%); POVERTY & HOMELESSNESS (73%); RURAL COMMUNITIES (73%); RURAL DEVELOPMENT (72%); AGRICULTURAL OUTPUT (71%); ECONOMIC CRISIS (71%); ECONOMIC DEVELOPMENT (71%); MANUFACTURING SECTOR PERFORMANCE (70%); CORONAVIRUSES (66%); ECONOMIC GROWTH (66%); ECONOMICS (66%); VIRUSES (61%)
2021-09-28,Country's moderate prosperity benefits world: China Daily editorial,China Daily,438,"chinadaily.com.cn | Updated: 2021-08-31 20:07

[Photo/IC]
Despite its acknowledgment that the novel coronavirus was not developed as a biological weapon, and that Chinese officials did not have foreknowledge of SARS-CoV-2 before the outbreak was identified, the US intelligence report on the origins of the novel coronavirus still maintains there is the possibility of the virus leaking from a lab.
What is funny about the report is the fact that the entire world, including those involved in the task, knows that the mission is one for scientists to undertake not secret service agents.
The whole world knows what the US is doing, and the US knows that the entire world is clear about what its intelligence agencies are trying to achieve — to gather whatever they can grab as evidence to incriminate China for what the US has already deemed it is guilty of.
What is funnier is the fact that the entire world is also aware of what a bad job the US has done in containing the spread of the virus from the very beginning. Instead of doing what it should do by reflecting on the missteps and the mistakes it has made in planning its overall endeavors to keep the virus at bay, Washington is trying to deflect the world from its own failed response to the COVID-19 pandemic.
With the largest number of infections and the highest death toll among all countries, and also as one of the major sources for the spread of the virus to many other parts of the world, the US owes the international community an apology for its own responsibility in making the global pandemic what it is today.
However, for some US politicians, tracing of the virus is considered a magic wand that they believe will help them kill two birds with one stone. One is to shift the blame onto China as the origins of the virus, and another is to contain the rise of China, with the world forced to acknowledge China should bear sole responsibility for the pandemic.
Yet everyone knows full well that this is anything but the truth. The further the US goes down this road, the more humiliation it will suffer. The more the US tries to peddle its conspiracy theories against China, which has done a great job in largely keeping the virus at bay, the more the US will expose itself as a world power which has failed to fulfill its due responsibility in leading the global fight against the virus.
The only way the US can save face is to acknowledge its failure in its response to COVID-19, stop deflecting the blame for its own woes onto others, and contribute to global solidarity in the fight against the virus by allowing origins tracing to be conducted on its own territory.",
2021-08-31,US spreading political virus to save face: China Daily editorial,China Daily,518,"chinadaily.com.cn | Updated: 2022-09-19 20:00
Due to the COVID-19 pandemic, geopolitical crises such as the Russia-Ukraine conflict and particularly the United States' protectionist and unilateralist interversion in world trade, the global industry and supply chains are facing unprecedented challenges, which have led to high commodity prices and bare shelves in some countries.
Economists believe that the supply shocks could knock 4 to 5 percent off global production in the next year or two, thus hindering the global recovery.
Maintaining the resilience and stability of global industry and supply chains is an important guarantee for world economic development and serves the common interests of people around the world.
China firmly upholds the public goods nature of the global industry and supply chains, seeks to secure the stability of its own industry and supply chains and takes concrete actions to deepen international cooperation to maintain the stability of the global industry and supply chains.
To that end, a three-day International Forum on Resilient and Stable Industry and Supply Chains opened in Hangzhou, capital of Zhejiang province, on Monday. Proposed by President Xi Jinping last year, the forum provides countries with a platform for concerted efforts to keep the global industry and supply chains safe and stable and ensure the smooth functioning of the world economy.
Global industry insiders can take advantage of the event to boost their exchanges and cooperation and so lay a solid foundation for building greater resilience in the global industry and supply chains.
As Xi said in his congratulatory message to the forum, the international community should pool its efforts to jointly build global industry and supply chains which are secure, stable, unimpeded, efficient, open, inclusive and mutually beneficial, so as to contribute to the global economic cycle, boost world economic growth and improve the well-being of people around the world.
Given the pivotal role that China plays in the global industry and supply chains, how well it can tackle the current difficulties and restore growth by ensuring normal industrial production and free flow of goods will have a direct bearing on the global economy.
China has already done its utmost to stabilize the global industry and supply chains. For example, Yiwu, the world's largest small commodity distribution center, has spared no efforts to ensure the smooth operation of the Yiwu-Xinjiang-Europe freight train. More than 1,000 China-Europe freight trains have departed from the city in Zhejiang so far this year, a year-on-year increase of over 15 percent.
In his message, Xi also said that China is ready to work with other countries to seize the new opportunities of the new round of scientific and technological revolution and industrial transformation, and that China's development will provide more market opportunities and development space for enterprises from all countries.
With its production and supply chains remaining stable and resilient, China will continue to be the ballast for the recovery of the global economy.",BUSINESS NEWS (90%); ECONOMIC CONDITIONS (90%); ECONOMIC RECOVERY (90%); ECONOMY & ECONOMIC INDICATORS (90%); EMERGING MARKETS (90%); ECONOMIC NEWS (89%); SUPPLY CHAIN MANAGEMENT (89%); COVID CORONAVIRUS (78%); COVID-19 CORONAVIRUS (78%); GLOBALIZATION (78%); INFECTIOUS DISEASE (78%); COMMODITIES MARKETS (77%); ECONOMIC DEVELOPMENT (77%); ECONOMIC GROWTH (77%); ECONOMIC STIMULUS (77%); ECONOMICS (77%); INTERNATIONAL ECONOMIC DEVELOPMENT (77%); INTERNATIONAL RELATIONS (77%); INTERNATIONAL RELATIONS & NATIONAL SECURITY (77%); INTERNATIONAL TRADE (77%); MANUFACTURING OUTPUT (77%); PROTECTIONISM (77%); TALKS & MEETINGS (76%); RUSSIA-UKRAINE CONFLICTS (73%); COMMODITIES PRICES (71%); BUSINESS REPORTS & FORECASTS (50%)
2022-09-19,"Resilient, stable production and supply chains key to global economic recovery: China Daily editorial",China Daily,538,"By MAY ZHOU in Houston | CHINA DAILY | Updated: 2020-10-09 07:23

[Photo/Agencies]
Four peer reviews published by the Massachusetts Institute of Technology refute a study that asserts the virus responsible for the COVID-19 pandemic was created by intentional genetic manipulation in China.
All four published peer reviews found that the study has ""serious flaws and errors in the methods and data"" that render its conclusions ""misinformative"".
The study, released on Sept 14, implicates numerous research groups in contributing to the pandemic and calls for ""an independent investigation into the relevant research laboratories"".
The research was conducted by Li-Meng Yan, who claims to be a former researcher at the Hong Kong School of Public Health, as well as Shu Kang, Jie Guan and Shanchang Hu.
Shortly after the study was released, Rapid Reviews: COVID-19, a journal that seeks to accelerate peer review of COVID-19-related research preprints under the MIT Press, one of the largest and most distinguished university presses and a leading publisher, published four peer reviews of the study.
The journal sought peer reviews from world-renowned experts in virology, molecular biology, structural biology, computational biology, vaccine development and medicine.
An editorial statement in the journal said that reviewers have collectively debunked three claims in the ""Yan Report"": bat coronaviruses were used as a background strain to engineer SARS-CoV-2; evidence suggests prior screening for a virus targeting the human ACE2 receptor; and the fur-in-like cleavage site is unnatural and provides evidence of engineering.
""There was a general consensus that the study's claims were better explained by potential political motivations rather than scientific integrity. The peer reviewers arrived at these common opinions independently, further strengthening the credibility of the peer reviews,"" said the editorial.
Insufficient evidence
One of the peer reviews was by Takahiko Koyama of the IBM Research Computational Biology Center in Yorktown Heights, New York. He concluded that ""the manuscript does not demonstrate sufficient scientific evidences to support genetic manipulation origin of SARS-CoV-2"".
The peer review by Adam Lauring, from the University of Michigan Internal Medicine Department, said the authors of the report ""don't contest the natural origin hypothesis with data. Instead, they offer ideas and opinions"".
He also questioned the background of the research.
""A key aspect of research ethics and the responsible conduct of research is to include information on who supported the work－financially or otherwise. The authors' affiliation is the Rule of Law Society and the Rule of Law Foundation. It is not clear who supports this foundation or what its purpose is,"" wrote Lauring. ""It is also unethical to promote what are essentially conspiracy theories that are not founded in fact.""
Reviewer Marvin Reitz from the University of Maryland Biotechnology Institute said: ""My opinion is that this is an inept attempt to make the case the virus was man-made. There are no concrete facts in this report. I do wonder why this is coming out now.""
https://syndigateimages.s3.amazonaws.com/syndigate/imgs/498/1493/95/160220910995.jpeg",VIRUSES (99%); CORONAVIRUSES (91%); COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); BIOLOGY (90%); EPIDEMICS (90%); INFECTIOUS DISEASE (90%); PANDEMICS (90%); PUBLIC HEALTH (90%); SCIENCE & TECHNOLOGY (90%); BIOETHICS (89%); BIOTECHNOLOGY & GENETIC SCIENCE (89%); ENGINEERING (89%); ETHICS (89%); INVESTIGATIONS (89%); WRITERS (89%); CONSPIRACY THEORY (78%); PUBLIC HEALTH ADMINISTRATION (78%); RESEARCH REPORTS (78%); RULE OF LAW (78%); VIROLOGY (78%); BIOCHEMISTRY (77%); BIOINFORMATICS (77%); GENETIC ENGINEERING (77%); MICROBIOLOGY (77%); NEGATIVE PERSONAL NEWS (77%); CONSPIRACY (75%); VACCINES (73%); MOLECULAR BIOLOGY (72%); EVIDENCE (69%); DRUG DESIGN & DISCOVERY (51%); INTERNAL MEDICINE (50%)
2020-10-09,MIT peer reviews refute lab origin of coronavirus,China Daily,523,"chinadaily.com.cn | Updated: 2020-09-29 21:44
In a statement released after the world passed the ""agonizing milestone"" of 1 million COVID-19 fatalities, United Nations Secretary-General António Guterres, gave a reminder of the human heartache behind this ""mind-numbing figure"".
""They were fathers and mothers, wives and husbands, brothers and sisters, friends and colleagues,"" he said, noting that the universal custom of mourning and celebrating the lives of those who had died was often impossible because of the risk of infection.
That he had to issue what was in effect a call for empathy is a sad indictment of the science-denying actions of some governments and individuals. Actions that mean there is still no end in sight to the devastating public health crisis and the upheaval it has caused.
The number of deaths and infections, more than 33 million people having been infected with the novel coronavirus worldwide, are mind-blowing. Yet at a regular news briefing on Monday, the World Health Organization warned current statistics underestimated actual infections and deaths.
And there is an even more worrying aspect to the story — there is no sign that the pandemic is abating.
In a number of countries, reports of infections keep increasing in stunning numbers. Even in the United States, where COVID-19 induced fatalities have crossed the 200,000 mark, substantial upticks are being reported in multiple states. Daily newly confirmed cases continue to hover above 40,000 from time to time in the US, prompting the US' leading infectious diseases expert Dr Anthony Fauci to warn about potential rise in fatalities as the annual influenza season approaches.
Sadly, responses to the public health crisis continue to be inadequate. At the government level, despite the WHO's insistence that countries show more solidarity, politicizing the pandemic and passing the buck for its spread have to a great extent dominated the international discourse on the still unfolding crisis. This has shattered hopes for effective international coordination and cooperation. More outrageous still has been some politicians' refusal to adopt science-based professional advice on how to contain the epidemic, which has already resulted in the loss of human lives that should and could have been avoided.
On the individual level, we have witnessed continuous disregard and denial of the severity of the state of affairs by some who remain convinced the pandemic is a hoax or regard the containment measures intended to save lives as restrictions on their personal liberty. Their refusal to wear masks and socially distance, which are proven ways to limit the spread of the virus, makes them accomplices of the deadly disease.
Politicization has greatly damaged the image and persuasiveness of the WHO as the global public health watchdog, leading to some of its critical warnings falling on deaf ears. But facts have proven the science deniers wrong.
The WHO has again sounded alarm, warning it is ""not impossible"" for the COVID-19 death toll to double before safe and reliable vaccines become available if countries do not work together to contain the virus.",DEATH & DYING (91%); PUBLIC HEALTH (91%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH ADMINISTRATION (90%); UNITED NATIONS INSTITUTIONS (90%); DISEASES & DISORDERS (89%); EPIDEMICS (89%); NEGATIVE NEWS (89%); PANDEMICS (89%); DEATH RATES (78%); VIRUSES (78%); GOVERNMENT ADVISORS & MINISTERS (77%); SOCIAL DISTANCING (77%); UNITED NATIONS (77%); NEGATIVE PERSONAL NEWS (76%); CORONAVIRUSES (75%); DISEASE REPORTING (75%); INFLUENZA (75%); ELECTIONS & POLITICS (74%); HEALTH DEPARTMENTS (70%); ASSOCIATIONS & ORGANIZATIONS (52%)
2020-09-29,Fatal consequences of denying science: China Daily editorial,China Daily,531,"chinadaily.com.cn | Updated: 2021-09-13 20:19

Chinese State Councilor and Foreign Minister Wang Yi (L) meets with Vietnamese Foreign Minister Bui Thanh Son in Hanoi, Vietnam, Sept 11, 2021. [PHOTO/XINHUA]
Chinese State Councilor and Foreign Minister Wang Yi was reassured by his hosts in Vietnam and Cambodia over the weekend that countries from outside the region will not be allowed to butt into regional affairs. This will be a bitter pill for Washington to swallow, as senior US officials have paid multiple visits to the region, including Vietnam and Singapore, over the past three months, in a bid to drive a wedge between China and countries in the region.
The strategists in Washington have to face the reality that the United States' so-called value diplomacy is unaccustomed to the climate and soil of Southeast Asia and East Asia, where the people share cultural values that China was a major historical cradle for. And it is clear to all which country is promoting peace and prosperity and which country is the stormy petrel.
No matter how many military bases the US has in the region, it cannot deny that these legacies of World War II and the Cold War are not bedrocks for regional peace and stability, but tools to maintain its hegemony in the region. Countries in Asia know that true security comes not from having the biggest guard dogs but from making friends.
It is China, not the US, that has boosted and sustained the collective development of economies in the region over the past few decades. It is also China that has played a pivotal role in helping the region respond to common challenges, ranging from the financial crises in 1998 and 2008 to the ongoing COVID-19 pandemic.
Despite the US' desperate attempts to isolate China from other countries in Asia, China's status as the largest trade partner of, and major investor in, most of the countries in the region has only been consolidated thanks to the complementarity of their economies and their common interests in advancing regional integration.
Although there are some territorial disputes between China and some of the countries in the region, many of which are historical problems intentionally left to fester by the US, they have never hampered the continuous regional integration as the disputing parties have demonstrated the wisdom and ability to manage the disputes.
The more the US tries to hype up these historical issues, the more it reveals its true colors as a troublemaker to the region and the world.
Wang's visits to Vietnam, Cambodia, Singapore and the Republic of Korea, all neighbors and important partners of China, from Friday to Wednesday, reflect the great significance China attaches to improving its ties and deepening its cooperation with them during these difficult times when the effects of the COVID-19 pandemic are still being felt.
The stable and prosperous relations between China and the regional countries are supported by the three pillars of similar culture, broad common interests and joint security. And these pillars will only be fortified as regional countries strengthen their cooperation to boost pandemic prevention and control, and promote the region's economic recovery.",
2021-09-13,Region gives cold shoulder to outsiders' meddling: China Daily editorial,China Daily,490,"chinadaily.com.cn | Updated: 2021-08-11 20:12

An aerial view of a port in Nantong, Jiangsu province, on July 8, 2021. [Photo by Zhai Huiyong/for China Daily]
In a sign that China's economy is recovering well from the impacts of the COVID-19 pandemic, the country's total foreign trade, exports and imports all hit record highs in the first seven months of the year, with their respective year-on-year growth rates — at 24.5 percent, 24.5 percent and 24.4 percent — setting 10-year highs compared with the same period in previous years, according to data released by the General Administration of Customs on Tuesday.
The figures indicate that momentum in trade for the first half of the year continued into July, a trade volume of 3.27 trillion yuan ($505.72 billion) being recorded that month, the second-highest in history after that in June, according to the Ministry of Commerce. This bodes well for China's economic performance for the rest of the year.
The vibrancy in trade may come as a surprise to many, given the serious pandemic prevention and control measures still in force in the country, as sporadic infections are being reported in many places nationwide and the pressure of imported cases remains high. Not to mention the negative impacts on Chinese companies from the US-China trade war and the disruptions in global supply chains caused by tensions in their relations and COVID-19.
That China's foreign trade has beaten all odds to continue making headway results from many factors, ranging from the government's timely policy support and the resilience of Chinese enterprises, to the country's much improved trade structure that features exports of more sophisticated products. For example, driven by new-energy vehicles, automobile exports rose 102.5 percent, a record high compared with that for the same period in previous years.
Another noticeable point is the fact that trade with the United States, China's third-largest trading partner, rose 28.9 percent in the first seven months to reach 2.62 trillion yuan despite the higher tariffs the US government has imposed on Chinese goods and its sanctions on Chinese enterprises.
Which begs the question when will Washington end the lose-lose trade war it started and begin rebuilding a mutually beneficial and win-win trade relationship. US Treasury Secretary Janet Yellen has already admitted that the tariffs that remain in place have harmed US consumers. And in a letter sent to Yellen and US Trade Representative Katherine Tai last week, more than 30 major US business groups, from the agriculture to the semiconductor and pharmaceutical sectors, called on the White House to restart trade talks with China and cut import tariffs.
The robust Chinese trade performance will be a boon not only to China but the rest of the world as well, including the US. Washington should reflect on whether continuing to wage its trade war against China is in the best interests of the US.",BUSINESS NEWS (90%); IMPORT TRADE (90%); PUBLIC HEALTH (90%); AGRICULTURAL EXPORTS & IMPORTS (89%); AGRICULTURAL TRADE (89%); COVID CORONAVIRUS (89%); EXPORT TRADE (89%); INFECTIOUS DISEASE (89%); INTERNATIONAL TRADE (89%); TARIFFS & DUTIES (89%); TRADE DEVELOPMENT (89%); US FEDERAL GOVERNMENT (88%); COMMERCE DEPARTMENTS (78%); ECONOMIC CONDITIONS (78%); ECONOMIC RECOVERY (78%); PUBLIC POLICY (78%); CONSUMERS (77%); COVID-19 CORONAVIRUS (77%); PANDEMICS (77%); SUPPLY CHAIN DISRUPTIONS (77%); TREASURY DEPARTMENTS (77%); AUTOMOTIVE EXPORTS & IMPORTS (76%); ECONOMIC INDICATORS (76%); TRADE DISPUTES (76%); STATISTICS (75%); PUBLIC FINANCE AGENCIES & TREASURIES (74%); ECONOMY & ECONOMIC INDICATORS (72%); GOVERNMENT ADVISORS & MINISTERS (72%); EXCISE & CUSTOMS (71%); TALKS & MEETINGS (71%)
2021-08-11,Booming trade reflects steady recovery: China Daily editorial,China Daily,522,"chinadaily.com.cn | Updated: 2022-09-15 19:49
President Xi Jinping will attend the 22nd meeting of the Council of Heads of State of the Shanghai Cooperation Organization in the Uzbek city of Samarkand while paying a state visit to Uzbekistan from Thursday to Friday.
The Chinese leader expressed his hopes that the organization can play a greater role in the region and beyond in a signed article carried by leading Uzbek media outlets on Tuesday.
""I am confident that with the joint efforts of all sides, the Samarkand Summit will produce fruitful outcomes and make a great contribution to building an even closer SCO community with a shared future and to the peace, stability, development and prosperity of our region,"" he wrote.
This year marks the 20th anniversary of the signing of the Charter of the SCO, and the Samarkand Summit is being held at a critical time when the region faces many challenges and uncertainties. The protracted COVID-19 pandemic, as well as heavily disrupted global industry and supply chains, the Russia-Ukraine conflict and climate change have created a perfect storm for the global economy, which is heading toward a recession. Which means that the SCO must play a more active role not only in upholding regional security and stability, but also in promoting development and prosperity.
During the summit, Iran is scheduled to sign a memorandum of obligations to pave the way for its accession to full SCO membership, while the SCO has also received a membership application from Belarus. Moreover, Saudi Arabia, Qatar and Egypt are scheduled to formally become SCO dialogue partners, and negotiations will be held on granting Cambodia, the Maldives and other countries the status of dialogue partner. The fast expanding influence of the SCO attests to the fact that the organization is viewed by the countries of the Silk Road Economic Belt as a vital safeguard for international norms and multilateralism.
Bringing together countries from different regions, at different stages of development, and from different civilizations and traditions, the SCO, which now accounts for about 80 percent of Eurasia's territory and 24 percent of the global GDP, is forging a strong collective. It is partnership characterized by non-alignment, dialogue and non-confrontation, and a practical vehicle for exploring the building of a new type of international relations and a community with a shared future for mankind. The SCO-Afghanistan Contact Group, for example, is playing a unique role in helping the country to restore peace and stability through development and political reconciliation.
As a regional organization encompassing the largest area and the largest population in the world today, and as a promoter of mutual learning, mutual trust, and mutual benefit, the SCO is also assuming the role of being a practical driver of development.
With the world now facing unprecedented energy and food crises partly due to disrupted global supply chains, the SCO and its partners will work at the summit to make new strategic arrangements to stabilize the SCO development environment for the benefit of all countries.",ASSOCIATIONS & ORGANIZATIONS (90%); TALKS & MEETINGS (90%); HEADS OF STATE & GOVERNMENT (89%); GLOBALIZATION (78%); BUSINESS NEWS (77%); INTERNATIONAL RELATIONS & NATIONAL SECURITY (77%); ECONOMIC CONDITIONS (74%); THIS DAY IN HISTORY (73%); NEGATIVE NEWS (72%); SUPPLY CHAIN DISRUPTIONS (72%); ECONOMY & ECONOMIC INDICATORS (71%); RECESSION (71%); ANNIVERSARIES (68%); COVID CORONAVIRUS (67%); COVID-19 CORONAVIRUS (67%); INFECTIOUS DISEASE (67%); RUSSIA-UKRAINE CONFLICTS (67%); FOOD CRISES & SHORTAGES (66%); GROSS DOMESTIC PRODUCT (66%)
2022-09-15,SCO is coalescing into key platform for practical development cooperation: China Daily editorial,China Daily,515,"chinadaily.com.cn | Updated: 2021-08-26 20:51

Cai Meng/China Daily
No matter what conclusion it draws, the classified US intelligence report just delivered to the White House will serve no meaningful purpose in furthering the understanding of the source of the novel coronavirus. Rather it will only further politicize a scientific issue and hamper international cooperation in the fight against the COVID-19 pandemic.
US President Joe Biden ordered the country's intelligence agencies to conduct investigations into the origins of COVID-19 in May, and he reportedly received the report and a classified briefing about it on Tuesday. An unclassified summary will soon be released for the public.
That he entrusted intelligence officers, rather than scientists, to try to unravel the puzzle of the origin of the virus is revealing of what it will conclude. It obviously goes against basic scientific principles. But, more tellingly, the US intelligence agencies have a history of spreading disinformation and fabricating facts to serve the country's military or political interests — from the Gulf of Tonkin lie that sparked the Vietnam War in 1964 to the fake charge that Iraq possessed weapons of mass destruction used to topple Saddam Hussein in 2003. As Mike Pompeo, former director of the Central Intelligence Agency, admitted in a rare moment of honesty, the US is adept at such lying and cheating.
That's why China has stood firm and is pushing back against the US' politicizing of the origin tracing of the virus. The US report is simply a means to smear China and hype up the conspiracy theory that the virus leaked from the Wuhan Institute of Virology. That a serious scientific and public health matter is being willfully manipulated by some US politicians to serve political ends is vile, beyond contempt.
The World Health Organization has already sent a team of experts to Wuhan, capital of Hubei province, to probe what might have triggered the pandemic. And in their analysis published in March, they described the possibility of a laboratory leak as ""extremely unlikely"". With no new evidence emerging, continuing to smear China with the unsubstantiated claim that the virus leaked from the lab and trying to cement that in the public's mind by pushing for another probe in Wuhan only serves to show that the US is up to its tricks again.
China does not oppose serious origin-tracing work. It has always actively cooperated with the international community in that regard. But it is justifiable for the country to say ""no"" to character assassination disguised as scientific research.
It is time Washington took the pandemic seriously as a public health threat rather than a way to try and discredit China. It should support scientists undertaking the task of identifying where and how the virus jumped to humans, especially because the window of opportunity for solving the virus mystery is ""closing fast"", as the WHO scientists have warned. It is an opportunity that must not be squandered as this is not the last pandemic that humans will face. To be forewarned is to be forearmed.",INTELLIGENCE SERVICES (92%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); EPIDEMICS (89%); INVESTIGATIONS (89%); PANDEMICS (89%); PUBLIC HEALTH ADMINISTRATION (89%); SCIENCE & TECHNOLOGY (89%); CORONAVIRUSES (78%); MICROBIOLOGY (78%); VIROLOGY (78%); VIRUSES (78%); INTERNATIONAL RELATIONS & NATIONAL SECURITY (77%); ASSASSINATION (76%); ELECTIONS & POLITICS (76%); NEGATIVE PERSONAL NEWS (76%); POLITICS (76%); HEALTH DEPARTMENTS (75%); US PRESIDENTS (73%); CONSPIRACY THEORY (72%); INTERNATIONAL RELATIONS (72%); US PRESIDENTIAL CANDIDATES 2016 (72%); US PRESIDENTIAL CANDIDATES 2020 (72%); VIETNAM WAR (72%); WEAPONS & ARMS (72%); CONSPIRACY (71%); EXPERIMENTATION & RESEARCH (71%); WEAPONS OF MASS DESTRUCTION (71%); ASSOCIATIONS & ORGANIZATIONS (70%); UNITED NATIONS INSTITUTIONS (63%); MEDICINE & HEALTH (62%)
