date,title,source,length,body,subject
2022-03-04,"HK sees over 56,000 cases of COVID-19",China Daily,573,"By SHADOW LI and PHILIP TUBEZA in Hong Kong | China Daily | Updated: 2022-03-04 09:05
144 deaths also recorded as city official calls for unity at 'height of the epidemic'
Hong Kong reported a record 56,827 new COVID-19 cases on Thursday as the government called for united efforts to battle the city's worst outbreak.
It also recorded 144 deaths related to COVID-19. Only 20 of the deceased had received at least one vaccine shot. There were also 42 deaths that were not reported earlier due to information delays.
""While we are at the height of the epidemic, we must remain united and, with the support of the government, we can win in this fifth wave,"" Chui Tak-yi, undersecretary for food and health, told the daily news briefing.
The Hong Kong Special Administrative Region government said on Thursday that fighting against the pandemic was the overriding mission of all civil servants, regardless of the departments they belong to.
Staff members of 39 departments under eight bureaus are engaged in small-scale lockdown operations, according to the government.
In the past three days, over 30 such operations, involving COVID-19 tests for tens of thousands of residents, were carried out.
Retired chief inspector of police Luk Hoi-ho lent a hand at the front line of the ""silent war"". Luk and 500 others, mostly retired members of the city's disciplined forces, helped residents in these small-scale lockdown areas get registered and delivered supplies.
""We understand how heavy the burden is for people fighting against the pandemic on the front line, like medical workers, and we felt it is the responsibility of people like us-who have time and the relevant skills-to come to help,"" Luk said.
""Every day is an unforgettable memory. We are fighting a silent war against an invisible enemy.""
About 1,000 government employees were deployed to answer calls on a 24-hour telephone hotline to provide assistance to residents in distress, including confirmed patients and those under home quarantine.
While the Constitutional and Mainland Affairs Bureau is planning this month's scheduled mass testing program, staff members of the Civil Service Bureau are leaving no stones unturned to find venues for vaccination. Current and some former members of the disciplined services have been mobilized to take up management duties at community isolation and treatment facilities.
The government said that from April 1, civil servants wishing to enter government buildings will need to have had two shots of COVID-19 vaccine.
Leading a team of mainland health experts in Hong Kong, Liang Wannian, head of the National Health Commission's COVID-19 response expert panel, said they are still analyzing the current pandemic situation and will discuss relevant issues with Hong Kong experts before coming up with any suggestions.
He said he is confident about Hong Kong's ability to overcome the pandemic, noting its high-quality medical resources and good governance.
With the central government's help, the strong leadership of the SAR government, the united efforts of all sectors and the city's solid experience in combating severe acute respiratory syndrome in 2003, Hong Kong will surely win this battle, Liang reassured residents.
The overriding mission is to reduce transmission, infections and severe cases. The limited resources and attention should be focused on high-risk groups, places and organizations, Liang said.
Chen Shuman contributed to this story.",COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); CITY GOVERNMENT (90%); DISEASES & DISORDERS (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); PUBLIC OFFICIALS (90%); CIVIL SERVICES (89%); PANDEMICS (89%); VACCINES (89%); ISOLATION & QUARANTINE (78%); VACCINATION & IMMUNIZATION (78%); HEALTH DEPARTMENTS (77%); GOVERNMENT & PUBLIC ADMINISTRATION (76%); GOVERNMENT ADVISORS & MINISTERS (71%); HEALTH CARE PROFESSIONALS (68%)
2022-03-04,"HK sees over 56,000 new COVID-19 cases",China Daily,456,"By WANG XIAOYU | China Daily | Updated: 2022-01-27 08:54
China will dispatch its first international medical aid team specializing in traditional Chinese medicine to Cambodia to help the country fight COVID-19 and promote mutual communication in the field of traditional medicine, according to an agreement signed this week.
The team will be sent to the Cambodia-China Friendship Preah Kossamak Hospital in Phnom Penh for a year, Huang Luqi, deputy director of the National Administration of Traditional Chinese Medicine, said during a signing ceremony in the Cambodian capital on Tuesday.
""During the period, the team will train medical professionals from Cambodia's Ministry of Health, develop targeted training manuals and courses, and provide prevention, treatment and rehabilitation services for common diseases, including COVID-19, for local people,"" Huang was quoted as saying in a report by Xinhua News Agency.
The deal was signed between Huang and Cambodian Health Minister Mam Bunheng. Wang Wentian, the Chinese ambassador to Cambodia, also attended the ceremony.
Cambodians are already used to treating common illnesses with TCM, and such therapies have also been deployed in the battle against COVID-19, Mam Bunheng said.
He added that the new deal will not only help increase the COVID-19 treatment capacity of Cambodian medical experts, but also broaden cooperation in the traditional medicine field.
Cambodia is one of an increasing number of countries that have granted market approval or licenses to Lianhua Qingwen capsules, a TCM widely used to treat mild COVID-19 patients. Cambodian media reported in July that the medicine was selected as part of a home-based treatment for people showing mild COVID-19 symptoms, such as a runny nose or cough.
China has accelerated efforts to advance the recognition and adoption of TCM around the globe in recent years, especially after a number of TCM drugs proved effective in relieving COVID-19 symptoms.
Last week, Huang met with Tedros Adhanom Ghebreyesus, director-general of the World Health Origination, to discuss TCM's role in improving people's health.
Huang handed Tedros a research report that assessed the safety and efficacy of TCM in fighting COVID-19 with an evidence-based approach, the administration said.
China aims to markedly increase the discourse power and influence of TCM globally by 2035, according to a development plan released by the administration and the administrative office of the Leading Group for Promoting the Belt and Road Initiative on Jan 15.
From last year to 2025, the country plans to cooperate with foreign countries involved in the initiative to establish 30 TCM centers overseas, 50 collaboration centers and a batch of TCM export service bases.","ALTERNATIVE MEDICINE (92%); COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (92%); HEALTH DEPARTMENTS (90%); INFECTIOUS DISEASE (90%); AGREEMENTS (78%); PUBLIC HEALTH (78%); SAFETY (78%); TALKS & MEETINGS (77%); PUBLIC HEALTH ADMINISTRATION (75%); EMBASSIES & CONSULATES (73%); HEALTH CARE PROFESSIONALS (73%); PROFESSIONAL WORKERS (73%); REPORTS, REVIEWS & SECTIONS (73%); GOVERNMENT ADVISORS & MINISTERS (69%); RESEARCH REPORTS (62%); BUSINESS REPORTS & FORECASTS (53%)"
2022-01-27,TCM team to help combat COVID-19 in Cambodia,China Daily,219,"By Zhou Wenting in Shanghai | chinadaily.com.cn | Updated: 2022-03-02 20:05
Shanghai reported three new locally transmitted COVID-19 confirmed cases and four asymptomatic cases on Wednesday, with all of them being close contacts of the local case that was reported on Tuesday.
The seven new cases - all women aged between 58 and 66 - and the 56-year-old case reported on Tuesday are from the same amateur dancing troupe that gathers regularly at the Shiquan Community Cultural Activity Center on Ningqiang Road in Putuo district, which was classified as medium-risk area on Tuesday.
Wu Jinglei, director of the Shanghai Municipal Health Commission, said that the seven women tested positive during hotel quarantine and are all in stable condition.
As of 4 pm Wednesday, 165 close contacts, 543 secondary close contacts, and more than 87,000 individuals related to the cases have been identified and subjected to related quarantine and control measures.
""Preliminary sequencing tests have indicated that the case reported on Tuesday has the Omicron variant,"" said Wu.
The city's health authority on Wednesday reiterated the importance of being vaccinated against COVID-19.
As of Tuesday, nearly 22.5 million residents in Shanghai had received two doses of the vaccine, and more than 11 million had received their booster shots.",COVID-19 CORONAVIRUS (92%); COVID CORONAVIRUS (91%); INFECTIOUS DISEASE (90%); VACCINES (90%); ISOLATION & QUARANTINE (78%); WOMEN (78%); PUBLIC HEALTH ADMINISTRATION (72%); HEALTH DEPARTMENTS (69%); DANCE (56%)
2022-03-02,Shanghai reports seven new COVID-19 cases,China Daily,684,"By Edith Mutethya in Nairobi, Kenya | chinadaily.com.cn | Updated: 2022-04-29 17:03
Africa is experiencing a surge in outbreaks of vaccine-preventable diseases like measles, polio and yellow fever due to disruption of routine immunization caused by the COVID-19 pandemic, according to the World Health Organization.
Speaking in a virtual news briefing on Thursday, Benido Impouma, director of communicable and non-communicable diseases in the WHO regional office for Africa, said the continent reported almost 17,500 cases of measles between January and March, translating to a 400 percent increase compared with the same period last year.
He said 24 countries confirmed outbreaks of a variant of polio last year, which was four times more than in 2020.
Additionally, 13 countries reported new yellow fever outbreaks in the African region last year, compared to nine in 2020 and three in 2019.
""This week, we are marking African vaccination week into the context of two years of disruption by COVID-19 pandemic that has had major effect on provision of routine health services with immunization being seriously affected,"" Impouma said.
""Inequalities in accessing vaccines, disruptions by the COVID-19 pandemic, including its huge strain on health system capacities, impaired routine immunization services in many African countries and forced suspension of vaccination drives.""
He said tens of millions of people in the coastal regions are still missing out on the scheduled immunization against preventable diseases.
Helen Rees, the executive director of Wits Reproductive Health and HIV Institute at the South Africa's University of Witwatersrand, said whenever routine immunizations coverage stops, outbreaks are witnessed.
""We recognize with COVID-19 that if we allow the pandemic to go rampant as it managed to do...... it's not only a health issue but has a huge impact on human development, economies, job creation and poverty,"" she said.
""The same is true for routine immunization as for COVID-19, there is a direct health mortality problem but there is a spinoff in terms of adversely affecting core-development and contributing to poverty which is absolutely critical for our region.""
Messeret Shibeshi, an epidemiologist from the WHO, said health measures like lockdowns imposed during the early days of COVID-19 pandemic compromised essential services like provision of scheduled vaccinations
""Many countries in our region have really lapsed in their coverage against measles. Very few sustained their expected coverage. Due to missed vaccinations, children are now susceptible to the outbreaks,"" she said.
""We call on our member states to ensure that those children who have missed their scheduled vaccinations should be given their vaccines, that's the only way to prevent the measles outbreak.""
Countries are expected to attain and maintain measles vaccination coverage of 95 percent with two doses to reach measles elimination.
According to the WHO and the United Nations Children's Fund estimates, while in 2019, six countries in the African region attained 95 percent coverage with first dose measles vaccination, only three met this target in 2020.
To urgently scale up coverage and protect children, Impouma said WHO and partners are supporting African countries to carry out catch-up routine vaccination campaigns.
He said more than 30 African countries have implemented at least one catch-up immunization campaigns in the second half of last year and this year countries are showing progress with measles and yellow fever campaigns.
Impouma said Central Africa Republic, Chad, Equatorial Guinea, Ethiopia, Nigeria, Somalia and South Sudan have reinstated measles campaigns.
He said some countries have successfully integrated other critical immunization campaigns with COVID-19 vaccination.
For example, Ghana integrated COVID-19 vaccination with yellow fever campaigns in December to curb an outbreak that erupted a month earlier.
Additionally, Nigeria recently launched a vaccine scale-up strategy which guides the integration of routine immunization with COVID-19 vaccination for mothers and their babies.",VACCINATION & IMMUNIZATION (92%); VACCINES (92%); COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); COMMUNICABLE DISEASE CONTROL (90%); DISEASES & DISORDERS (90%); EPIDEMICS (90%); INFECTIOUS DISEASE (90%); MEASLES (90%); MOSQUITO BORNE DISEASES (90%); PANDEMICS (90%); PUBLIC HEALTH (90%); TROPICAL DISEASES (90%); EPIDEMIOLOGY (89%); UNITED NATIONS INSTITUTIONS (89%); PUBLIC HEALTH ADMINISTRATION (78%); MEDICINE & HEALTH (77%); NEGATIVE NEWS (77%); SEXUAL & REPRODUCTIVE HEALTH (77%); EXECUTIVES (76%); ESSENTIAL BUSINESSES & WORKERS (72%); HEALTH DEPARTMENTS (72%); ASSOCIATIONS & ORGANIZATIONS (71%); RELIEF ORGANIZATIONS (71%); UNITED NATIONS (71%); EMPLOYMENT GROWTH (70%); INTERNATIONAL ASSISTANCE (61%); JOB CREATION (50%)
2022-04-29,Vaccine-preventable diseases surge in Africa as COVID-19 disrupts vaccination,China Daily,753,"By ZHANG ZHIHAO | China Daily | Updated: 2021-12-10 07:12

A medical worker works at a ""Falcon"" air-inflated testing lab for COVID-19 nucleic acid testing in Dalian, Northeast China's Liaoning province, Nov 15, 2021. [Photo/Xinhua]
China approved on Wednesday the use of a monoclonal neutralizing antibody cocktail for COVID-19 treatment created by Brii Biosciences, making it the first antibody combination therapy against the disease to get the green light in the country.
The medicine－a combination of the amubarvimab and romlusevimab antibodies, previously known as BRII-196 and BRII-198－has been approved to treat mild COVID-19 cases and moderate cases with a high risk of progressing to hospitalization or death, according to the National Medical Products Administration.
It can be used on adults and on minors ages 12 to 17 who weigh at least 40 kilograms. Since June, nearly 900 patients in China have undergone the treatment to quell local outbreaks from Liaoning to Guangdong province, according to the company.
Brii Biosciences has also filed an emergency use application for the medicine in the United States. The antibody cocktail was jointly developed by Brii Biosciences, Tsinghua University, and the Third People's Hospital of Shenzhen, Guangdong province.
The National Medical Products Administration approved the medicine based on positive final and interim results from phase 3 clinical trials on 847 patients sponsored by the United States National Institutes of Health, the company said.
The final results showed the therapy has a good safety profile and can reduce the risk of hospitalization and death by 80 percent. The study was conducted around the world, including in the US, Brazil, South Africa, Mexico, Argentina and the Philippines.
In vitro lab tests suggest that the antibody combination can be effective against common SARS-CoV-2 variants, including the Alpha, Beta, Delta, Lambda and Mu. Testing with the newer Omicron strain is ongoing.
Rogers Luo, Brii Biosciences president and general manager in China, called the antibody cocktail's approval an ""important milestone"".
""As a startup multinational biotech company co-located in China and the US, we are working to advance access to this treatment for a broad range of COVID-19 patients in China, while also scaling our effort to match the need for COVID-19 treatment options to combat the pandemic,"" he said.
Luo said on his social media account that the antibody cocktail represented a breakthrough in finding another therapeutic option for COVID-19. ""We now have a strong weapon against the pandemic in hand, and it is only a matter of time before we can snare the dragon,"" he said.
Zhang Linqi, a key scientist in developing the antibody cocktail and a professor at Tsinghua University's School of Medicine, said the treatment is the only one of its kind to have confirmed clinical efficacy among patients infected by SARS-CoV-2 variants in premarket trials.
""The antibody combination provides world-class treatment for China to fight the COVID-19 epidemic,"" he said.
Zhang said they will continue to evaluate the treatment among the immunocompromised population as a preventive measure.
Monoclonal antibody treatment uses man-made antibodies that bind to the critical region of the spike protein of the COVID-19 virus to interfere with the pathogen's ability to attach to and enter cells, according to the World Health Organization.
The technology has the potential for large-scale production because scientists can mass produce antibodies in labs, and it can be highly effective against mild and moderate COVID-19 cases and help patients recover faster.
Given their potential as lifesaving medicine, more than 70 monoclonal antibodies were in development for the treatment and prevention of COVID-19 as of June, with support from many big pharma companies, such as Eli Lilly, AstraZeneca, Regeneron and GlaxoSmithKline.
However, monoclonal antibody cocktails are very expensive because of their limited production, and they typically must be administered intravenously in a hospital setting. In the US, a single dose of Regeneron's antibody infusion cost $1,250 as of August, prompting the WHO to encourage governments and companies to make such treatments more accessible.
Another challenge is that monoclonal antibodies tend to latch onto highly specific targets, raising the risk of the treatment losing its efficacy if the COVID-19 virus were to substantially change its spike protein through multiple mutations, such as in the Omicron variant.","COVID CORONAVIRUS (93%); COVID-19 CORONAVIRUS (92%); APPROVALS (90%); DRUG & MEDICAL DEVICES APPROVAL (90%); HEALTH CARE RATIONING (90%); INFECTIOUS DISEASE (90%); EPIDEMICS (89%); PANDEMICS (89%); PUBLIC HEALTH (89%); SCIENCE & TECHNOLOGY (86%); CLINICAL TRIALS (78%); SAFETY (78%); BIOTECHNOLOGY INDUSTRY (77%); RESEARCH INSTITUTES (77%); HEALTH DEPARTMENTS (73%); MANAGERS & SUPERVISORS (73%); RESEARCH REPORTS (73%); COLLEGE & UNIVERSITY PROFESSORS (66%); INTERIM FINANCIAL RESULTS (65%)

Company:  NATIONAL MEDICAL PRODUCTS CO (56%)"
2021-12-10,Antibody combination therapy approved to treat COVID-19,China Daily,202,"By Qiu Quanlin in Guangzhou | chinadaily.com.cn | Updated: 2021-12-16 19:09

Dongguan reported four new locally transmitted COVID-19 cases on Thursday at a news briefing. [Photo provided to chinadaily.com.cn]
Dongguan, Guangdong province, has reported eight confirmed locally transmitted COVID-19 cases as of Monday, officials said on Thursday afternoon at a news briefing.
The city reported four additional cases on Thursday, with three people identified as having had close contact with the first two asymptomatic carriers and the other identified during testing of residents in Dalang township.
Dongguan conducted citywide testing and a second round of test for residents on Wednesday in Dalang, where the first two cases were reported on Monday, according to Lai Shaoyu, deputy secretary-general of the Dongguan city government.
As of 2 pm on Thursday, all test samples were negative, Lai said.
Dongguan has introduced strict traffic controls requiring residents and visitors leaving the city to present negative nucleic acid test results obtained within 48 hours.
Eight areas of Dalang township, including residential communities and industrial zones have been changed from the low-risk to medium-risk level, Lai said.",
2021-12-16,Dongguan reports more COVID-19 cases,China Daily,633,"By Edith Mutethya in Nairobi, Kenya | chinadaily.com.cn | Updated: 2022-04-15 17:06
While the number of COVID-19 infection cases and deaths continue to decline across Africa, a development that has seen countries relax restrictions to allow economic recovery, the World Health Organization and the Africa Centers for Disease Control and Prevention have warned the continent against complacency.
John Nkengasong, the director of Africa CDC, expressed concerns that the number of testing across the continent has decreased significantly.
""We should not be less vigilant. We cannot be complacent. Testing is the cornerstone for us to continue to fight this pandemic so I urge all the African Union member states to increase rather than decrease the testing,"" he said at a virtual briefing on Thursday.
Nkengasong said increased testing would enable countries to pick the hotspots and deal with the pandemic effectively.
""The pandemic is not over, this is just a low transmission season. We should use this season to increase vaccine uptake, testing, surveillance and engaging the community with the right messaging,"" he said.
According to the WHO, Africa is experiencing its longest-running decline in COVID-19 infections since the onset of the pandemic, with the recorded weekly infection COVID-19 cases having fallen for the past 16 weeks and deaths having dropped for the last eight weeks.
The UN agency said COVID-19 infections largely due to the Omicron-driven fourth pandemic wave have reduced from a peak of over 308, 000 cases weekly at the start of the year to less than 20, 000 in the week ending April 10.
Over the past week, Africa recorded around 18, 000 infection cases and 239 deaths, translating to a decline of 29 percent and 37 percent, respectively, compared with the previous week, the agency said.
Matshidiso Moeti, the WHO regional director for Africa, said despite the decreasing infections, it is crucial that countries remain vigilant and maintain surveillance measures, including genomic surveillance to swiftly detect circulating COVID-19 variants, enhance testing and scale up vaccination.
""With the virus still circulating, the risk of new and potentially more deadly variants emerging remains, and the pandemic control measures are pivotal to effective response to a surge in infections,"" she said.
The WHO warned of a high risk of another wave of new infections, with the cold season approaching in the southern hemisphere in June through August.
""Africa's previous pandemic waves have often coincided with lower temperatures when people mostly stay indoors and often in poorly ventilated spaces,"" the UN agency said.
So far Africa has fully vaccinated 16.2 percent of its population, with 10 AU member states having vaccinated more than 35 percent of their populations, Africa CDC data indicates.
On vaccine manufacturing, Nkengasong appreciated that many countries across the continent are now engaging on local manufacturing of COVID-19 vaccines.
He, however, decried that South Africa's Aspen Pharmacare, which was licensed in December to produce Johnson and Johnson COVID-19 vaccines, has not received any order.
""The risk is high that the company may stop producing the vaccines. This is an appeal to the international community and the entire continent that we must rally our efforts and support the company,"" Nkengasong said.
""Regional manufacturing of vaccines is an indisputable pathway to guarantee collective health security. It has to be a deliberate effort to support shaping of the market so that vaccines produced in Africa are purchased adequately so that we maintain vaccine manufacturing capacity.""
He partly attributed the situation to the fact that many African countries are currently receiving a lot of vaccine donations hence don't see the need to purchase more doses.",COVID CORONAVIRUS (93%); COVID-19 CORONAVIRUS (93%); EPIDEMICS (90%); EPIDEMIOLOGY (90%); HEALTH DEPARTMENTS (90%); INFECTIOUS DISEASE (90%); PANDEMICS (90%); PUBLIC HEALTH (90%); PUBLIC HEALTH ADMINISTRATION (90%); SURVEILLANCE (89%); VACCINES (89%); COMMUNICABLE DISEASE CONTROL (78%); VACCINATION & IMMUNIZATION (78%); ASSOCIATIONS & ORGANIZATIONS (77%); DISEASES & DISORDERS (77%); PREVENTION & WELLNESS (77%); UNITED NATIONS (77%); BIOLOGICS MFG (72%); ECONOMIC RECOVERY (72%); UNITED NATIONS INSTITUTIONS (72%); BIOTECHNOLOGY INSTRUMENTS MFG (69%); BIOTECHNOLOGY & GENETIC SCIENCE (68%)
2022-04-15,Africa urged to remain vigilant despite reduced COVID-19 cases,China Daily,253,"By CANG WEI in Nanjing | chinadaily.com.cn | Updated: 2021-08-10 13:27

A medical worker takes a swab sample from a woman at a COVID-19 nucleic acid testing site in Jiangdu district of Yangzhou, East China's Jiangsu province, Aug 9, 2021. The city of Yangzhou has launched its fifth round of COVID-19 mass testing on Monday. [Photo/Xinhua]
Jiangsu province identified 50 new locally transmitted cases of COVID-19 on Monday, the provincial Health Commission reported on Tuesday.
Of those infected, 48 were in Yangzhou and two in Nanjing. Yangzhou has registered 394 cases since July 20.
A total of 615 people with locally transmitted COVID-19 are receiving treatment in Jiangsu's designated hospitals. Twenty-six are in serious condition and six are critical.
More than half of the patients in Yangzhou are elderly — age 60 or older. Many were infected when gathering to play mahjong in dense crowds at lounges with poor ventilation.
Because improper procedures at a sample collection site, a man had infected at least 35 people as of Monday, including health workers and residents in Yangzhou.
The man, Wang Qiang, who worked for the government, ignored instructions to government employees not to visit gambling houses.
Now being treated in the hospital, he has been suspended and is under investigation.
Yangzhou started its fifth round of coronavirus testing in its downtown areas on Monday.
The provincial Health Commission had sent more than 4,000 medical workers to Yangzhou to help contain the virus and treat the patients.",COVID CORONAVIRUS (94%); COVID-19 CORONAVIRUS (94%); INFECTIOUS DISEASE (90%); CORONAVIRUSES (78%); HEALTH CARE PROFESSIONALS (78%); HEALTH DEPARTMENTS (78%); NEGATIVE PERSONAL NEWS (78%); VIRUSES (76%); INVESTIGATIONS (75%); CIVIL SERVICES (72%); CITIES (71%); CITY LIFE (71%)
2021-08-10,Jiangsu sees spread of COVID-19,China Daily,233,"By Cao Chen | chinadaily.com.cn | Updated: 2022-03-18 13:54
Shanghai on Friday began mass testing in areas deemed to have low risk of COVID-19 exposure so as to identify potential infections, according the municipal health authorities. The mass testing will last till Sunday.
The closed-loop management system will not be imposed in these areas, Wu Jinglei, director of the Shanghai Municipal Health Commission said at a briefing on Friday.
The city announced this broader measurement to control the spread of COVID-19 after 260 new locally transmitted infections - 203 of whom were asymptomatic - were reported on Thursday. Authorities also categorized No. 20, 612 Shunchang road, Dapuqiao sub-district, Huangpu district as a medium-risk area.
As of 9 am Friday, 17,875 close contacts and 49,140 secondary close contacts had been identified and put under quarantine. Presently, 63,981 nucleic acid test samples taken from these individuals have returned negative. The rest are still being processed.
""The number of infections on Thursday is relatively higher than those announced in the past few days, because most of the patients were identified through mass testing carried out in key neighborhoods across the city over the past two days,"" Wu said.
According to Wu, different nucleic acid screening and control measures will be adopted for streets and towns depending on their risk of exposure to COVID-19.",COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (92%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH ADMINISTRATION (90%); COMMUNICABLE DISEASE CONTROL (77%); HEALTH DEPARTMENTS (77%); ISOLATION & QUARANTINE (77%)
2022-03-18,Shanghai commences mass testing of residents for COVID-19,China Daily,591,"By Cang Wei in Bengbu, Anhui | China Daily | Updated: 2021-10-14 10:40

Yukio Hatoyama, former prime minister of Japan, speaks at the forum via a video link. [Photo by Wang Zhuangfei/China Daily]
Officials and medical experts from home and abroad have called for international cooperation in pandemic prevention and control, and highlighted the use of traditional Chinese medicine in the treatment of COVID-19.
They were speaking on Tuesday to the Taihu World Cultural Forum in Bengbu, Anhui province.
Yukio Hatoyama, a former Japanese prime minister, said that given the current international situation, the world must take effective measures to deal with the pandemic, achieve economic recovery and maintain global stability.
""The international situation, including relations between major powers, is full of uncertainties and has witnessed the rise of a 'my country first' sentiment,"" Hatoyama said via a video link.
""The (novel) coronavirus, which is rampant around the world, is a challenge facing mankind. All countries must work together to ensure that all people can have access to prevention and control measures, including vaccination and new drugs to treat COVID-19.""
He said the world should embrace different forms of civilization and achieve peace and development, adding that the establishment of a community with a shared future for mankind will change the current international situation.
Kim Seung-ho, the Republic of Korea's consul general in Shanghai, said the core of pandemic response is collaboration, not competition.
""At the early stage of the outbreak, which is the most critical time in the prevention of infectious diseases, efforts against COVID-19 were abruptly politicized. The name of the country where the COVID-19 virus happened to break out was called and fingers pointed, despite its sacrificial efforts,"" Kim said.
""The glasses of politicization and competition hampered us from learning from some countries' best practices and from legitimately appreciating those countries' contributions in the global battle against COVID-19.""
He said the components of the ""societal vaccine"" for pandemics should be: no politicization; no selfishness; no competition; and no fragmentation, combined with concerted efforts. He added that appropriate measures in the initial stage, social trust, and technology were also essential.
""In his New Year address, President Xi stated that the world is both a single community sharing the same destiny, and simply put, one family,"" Kim said.
""As long as we stand united like one family, we are immune to any virus, no matter how contagious and devastating it is.
""Unity is the name of the 'vaccine' for international society against any pandemic. United we win, divided we lose.""
Yu Wenming, director of the National Administration of Traditional Chinese Medicine, stressed the importance of building a global community of health for all, and the use of TCM in treating COVID-19 patients in China.
President Xi Jinping first proposed the concept of building a global community of health for all in March last year in a message to French President Emmanuel Macron.
""TCM has been used in the treatment of 90 percent of the (COVID-19) patients in China. By last year, the country had established more than 72,300 health institutions specializing in TCM. The medicine has spread to 196 countries and regions, and more than 40 countries have signed cooperation agreements on TCM with China,"" Yu said.
""We will deepen cooperation with other countries and establish effective mechanisms for use of the medicine.""","COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); EPIDEMICS (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); ALTERNATIVE MEDICINE (89%); COMMUNICABLE DISEASE CONTROL (89%); HEADS OF STATE & GOVERNMENT (89%); PANDEMICS (89%); VACCINES (89%); EMERGING MARKETS (79%); DISEASE IMMUNITY (78%); GLOBALIZATION (78%); PRIME MINISTERS (78%); VACCINATION & IMMUNIZATION (78%); BEST PRACTICES (77%); CORONAVIRUSES (77%); DISEASES & DISORDERS (77%); PREVENTION & WELLNESS (77%); INTERNATIONAL RELATIONS & NATIONAL SECURITY (76%); SOCIETY, SOCIAL ASSISTANCE & LIFESTYLE (73%); EMBASSIES & CONSULATES (72%); INTERNATIONAL RELATIONS (72%); VIRUSES (72%); ECONOMIC RECOVERY (69%)"
2021-10-14,Collaboration the key to eradicating COVID-19,China Daily,478,"By ANGUS McNEICE in London | China Daily Global | Updated: 2021-10-13 10:41
A man carries a Union Jack-themed shopping bag as he walks along an empty shopping street in Blackpool, Britain, on March 9, 2021. [Photo/Agencies]
Disease specialists have urged the authorities to prepare for a so-called twindemic this winter, where COVID-19 and seasonal influenza outbreaks could increase pressure on health services and cause additional deaths.
The term twindemic - which is a portmanteau of ""twin"" and ""pandemic"" - was coined last year, when experts first warned of the dual threats of flu and the novel coronavirus.
Flu outbreaks were, in fact, kept to historically low levels last winter in many parts of the world, most likely due to COVID-19 lockdowns, the wearing of masks, hand washing, and social distancing.
But experts are sounding the alarm again in the wake of many governments loosening COVID-19 restrictions.
""We are likely to see the flu for the first time in any real numbers, co-circulating with COVID-19,"" Jenny Harries, chief executive of the United Kingdom Health Security Agency, told Sky News. ""The risks of catching both together still remain. And if you do that, then early evidence suggests that you are twice as likely to die from having two together, than just having COVID-19 alone.""
A 2020 Public Health England hospital study of seriously ill patients found 43 percent of people with both flu and COVID-19 died, compared to 27 percent of those who tested positive for COVID-19 alone. Of patients in the study who only had the flu, 4.8 percent died.
Last week, the United States Centers for Disease Control, or CDC, warned that the US was at risk of a severe flu season, since the mild flu season last winter may have led to reduced immunity in the general population.
""This low flu activity was likely due to the widespread implementation of COVID-19 preventive measures, like masks, physical distancing, and staying home,"" CDC Director Rochelle Walensky said in a briefing on flu vaccination efforts.
""I get it, we are all tired of talking about vaccines,"" Walensky added, before noting it had become ""doubly important"" to seek treatment as ""we are preparing for the return of the flu"".
The UK government launched a new television commercial last week urging people who are eligible for free flu vaccines and COVID-19 boosters to book their shots ahead of the colder months.
The government said the 2021/22 flu campaign will be the ""biggest in history"" and that it anticipates the flu will pose a far larger threat this year.
""Not many people got flu last year because of COVID-19 restrictions, so there isn't as much natural immunity in our communities as usual,"" said England's deputy chief medical officer, Jonathan Van-Tam. ""We will see flu circulating this winter; it might be higher than usual and that makes it a significant public health concern.""",COVID CORONAVIRUS (94%); COVID-19 CORONAVIRUS (94%); INFLUENZA (92%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); COMMUNICABLE DISEASE CONTROL (89%); COVID-19 CORONAVIRUS REGULATION & POLICY (89%); DISEASES & DISORDERS (89%); FACE MASK MANDATES (89%); PUBLIC HEALTH ADMINISTRATION (89%); VACCINES (89%); DISEASE IMMUNITY (78%); EPIDEMICS (78%); HEALTH DEPARTMENTS (78%); PANDEMICS (78%); SOCIAL DISTANCING (78%); VACCINATION & IMMUNIZATION (78%); DEATH & DYING (77%); CORONAVIRUSES (72%); VIRUSES (72%); US FEDERAL GOVERNMENT (71%); EXECUTIVES (66%)
